"TIMESTAMP","WS_ms_Max","WS_ms_Min","DeltaT_Avg","RTD_2m_Avg","RTD_10m_Avg","BP_mmHg_Avg","BP_TempC_Avg","BP_Qual_Avg","Precip_Tot","AirTC_Avg","RH_Avg","SolarRad_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT"
"TIMESTAMP","","","","","","","","","","","","","","",""
"2025-01-07 00:00:00",4.864,0.0,-0.187,5.279,5.466,772.9,6.816,6.908,0.0,5.447,94.0,0.02,1.921,115.4,37.35
"2025-01-07 00:15:00",3.994,0.051,-0.197,5.163,5.36,772.8,6.754,6.908,0.0,5.363,93.6,0.018,1.498,112.1,34.86
"2025-01-07 00:30:00",4.813,0.0,-0.209,5.046,5.255,772.6,6.691,6.911,0.0,5.215,93.3,0.02,1.834,108.9,34.69
"2025-01-07 00:45:00",6.144,0.0,-0.152,5.109,5.26,772.7,6.601,6.91,0.0,5.297,93.3,0.019,2.141,122.8,35.97
"2025-01-07 01:00:00",5.12,0.102,-0.175,5.034,5.209,772.8,6.557,6.909,0.0,5.23,93.6,0.019,1.991,121.0,34.31
"2025-01-07 01:15:00",6.042,0.051,-0.159,4.977,5.136,772.6,6.506,6.911,0.0,5.18,93.5,0.017,2.485,126.4,29.52
"2025-01-07 01:30:00",6.093,0.0,-0.179,4.843,5.022,772.7,6.445,6.911,0.0,5.045,93.7,0.017,1.829,121.2,36.31
"2025-01-07 01:45:00",5.12,0.0,-0.15,4.767,4.917,772.7,6.396,6.915,0.0,4.95,93.5,0.02,2.07,123.9,37.8
"2025-01-07 02:00:00",5.12,0.102,-0.181,4.609,4.79,772.9,6.29,6.913,0.0,4.802,93.6,0.017,1.621,113.7,38.89
"2025-01-07 02:15:00",5.376,0.0,-0.163,4.471,4.634,772.8,6.187,6.911,0.0,4.631,94.3,0.019,2.063,126.7,37.73
"2025-01-07 02:30:00",5.325,0.0,-0.147,4.371,4.517,772.6,6.097,6.917,0.0,4.537,93.8,0.026,2.187,125.4,29.15
"2025-01-07 02:45:00",5.683,0.0,-0.163,4.27,4.432,772.5,5.95,6.912,0.0,4.434,93.9,0.019,1.816,113.7,38.51
"2025-01-07 03:00:00",5.478,0.0,-0.161,4.264,4.425,772.4,5.854,6.914,0.0,4.413,94.0,0.019,2.144,114.0,34.95
"2025-01-07 03:15:00",5.632,0.0,-0.149,4.105,4.254,772.5,5.798,6.913,0.0,4.268,94.2,0.017,1.841,102.1,36.44
"2025-01-07 03:30:00",5.376,0.0,-0.157,4.007,4.164,772.5,5.734,6.912,0.0,4.177,94.3,0.013,1.681,99.3,29.21
"2025-01-07 03:45:00",6.349,0.0,-0.156,3.911,4.066,772.4,5.645,6.913,0.0,4.08,94.6,0.016,1.991,113.5,35.31
"2025-01-07 04:00:00",5.837,0.051,-0.155,3.946,4.101,772.3,5.575,6.911,0.0,4.106,93.7,0.019,2.17,119.2,39.17
"2025-01-07 04:15:00",5.069,0.0,-0.134,3.858,3.992,772.3,5.497,6.911,0.0,4.038,93.7,0.022,1.489,117.2,42.09
"2025-01-07 04:30:00",5.478,0.0,-0.151,3.727,3.879,772.2,5.433,6.911,0.0,3.891,93.8,0.023,1.937,113.9,37.72
"2025-01-07 04:45:00",6.042,0.0,-0.149,3.635,3.784,772.2,5.379,6.913,0.0,3.822,93.4,0.017,2.208,125.9,35.0
"2025-01-07 05:00:00",4.813,0.0,-0.13,3.471,3.601,772.2,5.278,6.914,0.0,3.641,93.7,0.018,2.188,140.2,29.41
"2025-01-07 05:15:00",4.762,0.0,-0.143,3.418,3.561,772.2,5.266,6.915,0.0,3.545,93.5,0.017,1.769,118.1,41.27
"2025-01-07 05:30:00",4.198,0.0,-0.142,3.319,3.461,772.2,5.158,6.914,0.0,3.489,93.3,0.022,1.436,132.9,41.11
"2025-01-07 05:45:00",4.198,0.0,-0.159,3.243,3.402,772.2,5.111,6.914,0.0,3.382,93.2,0.033,1.614,113.3,38.1
"2025-01-07 06:00:00",4.045,0.0,-0.114,3.138,3.252,772.1,4.794,6.911,0.0,3.269,93.8,0.033,1.223,118.2,45.32
"2025-01-07 06:15:00",3.174,0.0,-0.106,3.042,3.148,772.2,4.473,6.913,0.0,3.179,93.9,0.029,1.1,126.0,54.98
"2025-01-07 06:30:00",2.509,0.0,-0.156,2.938,3.094,772.5,4.114,6.912,0.0,3.03,94.2,0.03,0.697,68.75,43.03
"2025-01-07 06:45:00",2.253,0.0,-0.207,2.951,3.158,772.7,3.871,6.913,0.0,3.064,93.4,0.027,0.948,64.26,19.41
"2025-01-07 07:00:00",2.099,0.0,-0.164,2.866,3.03,772.7,3.68,6.915,0.0,2.988,93.2,0.022,0.673,98.9,36.63
"2025-01-07 07:15:00",3.328,0.0,-0.128,2.696,2.824,772.7,3.515,6.912,0.0,2.838,93.9,0.031,1.116,101.2,28.38
"2025-01-07 07:30:00",2.867,0.0,-0.126,2.56,2.686,772.7,3.342,6.911,0.0,2.661,95.0,0.1,0.82,100.9,43.62
"2025-01-07 07:45:00",2.355,0.0,-0.174,2.449,2.623,772.7,3.219,6.911,0.0,2.558,95.6,2.965,0.534,147.5,56.35
"2025-01-07 08:00:00",1.792,0.0,-0.239,2.305,2.544,772.9,3.137,6.908,0.0,2.46,96.1,6.456,0.636,239.8,90.3
"2025-01-07 08:15:00",1.587,0.0,-0.229,2.244,2.473,773.0,3.099,6.908,0.0,2.387,96.3,9.29,0.63,208.3,53.2
"2025-01-07 08:30:00",1.894,0.0,-0.256,2.279,2.535,773.2,3.074,6.907,0.0,2.385,96.5,18.2,0.54,215.2,59.57
"2025-01-07 08:45:00",3.021,0.0,-0.182,2.456,2.638,773.4,3.174,6.907,0.0,2.517,96.3,32.59,1.078,158.3,46.26
"2025-01-07 09:00:00",3.789,0.0,-0.185,2.736,2.921,773.2,3.375,6.908,0.0,2.831,95.3,50.64,1.365,150.4,31.36
"2025-01-07 09:15:00",3.021,0.0,-0.127,3.1,3.227,773.2,3.739,6.907,0.0,3.173,93.0,57.1,1.159,139.7,39.23
