TIMESTAMP,WS,WD,Sigma,Gust,T2_Avg,T10_Avg,DeltaT_Avg,Tach2_Avg,Tach10_Avg,EETemp_Avg,RH_Avg,SR_Avg,Press_Avg,Precip_Tot,Pan_2min,EvapHr,Fill_Secs_Max,Batt_Min,NoScansH
2024-11-23 13:00:00,4.32,211.1,26.37,9.01,21.5,20.88,-0.62,180.5,152.4,21.47,14.14,694.6,842.04,0.0,7.04,0.01,0.0,13.3,3600.0
2024-11-23 14:00:00,4.47,210.2,29.22,9.93,21.76,21.18,-0.58,180.6,152.8,21.79,13.23,621.5,841.49,0.0,7.03,0.01,0.0,13.3,3600.0
2024-11-23 15:00:00,3.34,210.8,34.91,8.5,22.05,21.68,-0.37,180.0,151.3,22.22,13.38,509.2,841.02,0.0,7.02,0.01,0.0,13.27,3600.0
2024-11-23 16:00:00,3.14,228.2,35.26,7.88,21.83,21.47,-0.36,180.0,151.3,22.0,11.62,326.0,840.94,0.0,7.01,0.01,0.0,13.28,3600.0
2024-11-23 17:00:00,3.48,226.8,20.09,8.4,20.36,20.31,-0.05,180.3,151.1,20.65,11.73,76.72,841.03,0.0,7.01,-0.0,0.0,13.3,3600.0
2024-11-23 18:00:00,2.63,237.7,14.15,6.76,18.71,19.11,0.39,180.9,151.3,19.13,11.8,-0.78,841.08,0.0,6.99,0.02,0.0,13.4,3600.0
2024-11-23 19:00:00,2.61,241.1,12.95,5.63,17.44,18.02,0.58,181.6,151.5,17.85,10.64,-4.71,841.34,0.0,6.98,0.01,0.0,13.49,3600.0
2024-11-23 20:00:00,2.42,200.1,14.65,4.61,14.11,16.03,1.92,182.1,152.3,14.68,13.69,-4.14,841.61,0.0,6.98,0.01,0.0,13.57,3600.0
2024-11-23 21:00:00,2.5,206.6,15.55,5.53,12.76,15.25,2.49,182.9,152.9,13.17,14.8,-2.91,841.76,0.0,6.96,0.02,0.0,13.65,3600.0
2024-11-23 22:00:00,2.2,224.6,17.36,5.73,14.62,15.61,0.99,182.9,153.2,14.91,10.89,-3.36,842.1,0.0,6.95,0.01,0.0,13.69,3600.0
2024-11-23 23:00:00,1.31,190.8,36.4,3.48,13.02,14.59,1.57,183.0,153.7,13.43,11.86,-2.93,842.3,0.0,6.94,0.01,0.0,13.7,3600.0
2024-11-24 00:00:00,1.42,186.5,25.3,3.58,11.7,14.24,2.54,183.3,153.8,12.12,13.59,-2.22,842.46,0.0,6.93,0.01,0.0,13.74,3600.0
2024-11-24 01:00:00,1.69,173.6,17.57,3.48,10.79,14.13,3.34,183.6,153.8,11.43,15.24,-2.92,841.96,0.0,6.92,0.01,0.0,13.77,3600.0
2024-11-24 02:00:00,1.21,156.6,63.51,3.48,12.39,13.78,1.39,183.7,154.9,12.67,15.71,-2.33,841.3,0.0,6.92,0.01,0.0,13.8,3600.0
2024-11-24 03:00:00,1.6,198.5,52.6,6.25,13.28,14.02,0.74,183.8,155.1,13.47,18.63,-2.44,841.21,0.0,6.91,0.0,0.0,13.81,3600.0
2024-11-24 04:00:00,4.1,216.2,17.36,8.81,14.65,14.94,0.28,183.8,154.7,15.02,19.51,-3.54,841.3,0.0,6.88,0.03,0.0,13.74,3600.0
2024-11-24 05:00:00,3.41,213.3,24.22,7.58,14.15,14.45,0.29,183.4,154.1,14.57,20.93,-3.64,841.39,0.0,6.88,0.01,0.0,13.71,3600.0
2024-11-24 06:00:00,1.69,203.9,60.64,5.73,13.21,13.71,0.49,183.2,154.3,13.56,21.75,-3.2,841.58,0.0,6.87,0.0,0.0,13.74,3600.0
2024-11-24 07:00:00,1.03,262.0,67.09,4.3,12.69,13.45,0.75,183.2,154.9,13.03,22.46,-1.21,842.03,0.0,6.87,0.0,0.0,13.77,3600.0
2024-11-24 08:00:00,2.08,207.0,43.56,6.14,13.88,14.26,0.37,183.2,154.0,14.26,19.14,80.0,842.38,0.0,6.87,-0.0,0.0,13.71,3600.0
2024-11-24 09:00:00,1.31,69.77,70.25,4.2,13.73,13.82,0.09,182.6,154.3,13.98,21.03,223.7,842.89,0.0,6.87,0.0,0.0,13.66,3600.0
2024-11-24 10:00:00,3.0,216.7,44.3,8.6,16.3,16.09,-0.21,182.2,153.2,16.39,12.83,408.8,843.47,0.0,6.86,0.01,0.0,13.55,3600.0
2024-11-24 11:00:00,4.9,231.8,21.95,11.98,17.16,16.78,-0.38,182.1,154.5,17.16,10.91,542.7,843.74,0.0,6.83,0.03,0.0,13.49,3600.0
2024-11-24 12:00:00,4.36,221.6,22.79,9.42,17.66,17.14,-0.52,181.5,153.5,17.63,12.25,631.8,843.56,0.0,6.82,0.02,0.0,13.44,3600.0
2024-11-24 13:00:00,4.53,233.4,24.82,10.65,18.64,18.09,-0.56,181.2,153.2,18.58,10.45,695.1,842.86,0.0,6.81,0.01,0.0,13.4,3600.0
2024-11-24 14:00:00,4.8,226.5,19.99,10.85,19.3,18.79,-0.51,181.0,153.3,19.33,9.97,595.3,842.43,0.0,6.8,0.01,0.0,13.37,3600.0
2024-11-24 15:00:00,4.5,234.2,22.09,10.14,19.3,18.98,-0.33,180.8,152.7,19.46,11.54,435.9,842.24,0.0,6.79,0.01,0.0,13.37,3600.0
2024-11-24 16:00:00,4.52,229.0,18.69,9.22,18.57,18.33,-0.23,181.1,152.9,18.73,13.01,190.8,842.26,0.0,6.77,0.02,0.0,13.38,3600.0
2024-11-24 17:00:00,4.3,254.9,21.53,10.55,17.94,17.86,-0.08,181.5,153.0,18.2,12.08,80.4,842.55,0.0,6.75,0.02,0.0,13.43,3600.0
2024-11-24 18:00:00,4.77,248.1,13.59,9.93,16.81,16.86,0.05,182.0,153.8,17.15,13.05,0.79,843.15,0.0,6.76,-0.0,0.0,13.49,3600.0
2024-11-24 19:00:00,3.45,247.7,11.61,6.66,15.97,16.11,0.14,182.0,152.2,16.3,13.92,-3.74,843.68,0.0,6.76,-0.0,0.0,13.54,3600.0
2024-11-24 20:00:00,3.38,244.5,11.97,5.84,15.48,15.62,0.14,182.1,152.3,15.82,13.73,-3.32,843.89,0.0,6.76,0.0,0.0,13.58,3600.0
2024-11-24 21:00:00,2.32,241.0,11.04,4.51,14.7,15.01,0.31,182.2,152.0,15.06,13.64,-3.9,844.41,0.0,6.78,-0.01,0.0,13.62,3600.0
2024-11-24 22:00:00,2.39,235.0,9.14,3.79,13.56,14.58,1.02,182.6,152.3,13.88,15.15,-3.13,844.75,0.0,6.76,0.02,0.0,13.66,3600.0
2024-11-24 23:00:00,2.35,252.0,17.58,5.02,14.37,14.73,0.36,182.7,152.6,14.69,14.91,-3.29,844.83,0.0,6.75,0.01,0.0,13.71,3600.0
2024-11-25 00:00:00,1.77,245.4,16.3,4.71,14.01,14.49,0.48,182.7,153.0,14.37,15.19,-3.41,845.03,0.0,6.74,0.01,0.0,13.71,3600.0
2024-11-25 01:00:00,2.48,241.5,15.07,6.35,13.85,14.27,0.42,183.0,153.1,14.17,16.04,-3.26,844.85,0.0,6.74,0.01,0.0,13.74,3600.0
2024-11-25 02:00:00,3.03,243.0,16.38,6.76,14.33,14.59,0.26,183.0,153.2,14.68,15.83,-3.68,844.49,0.0,6.73,0.01,0.0,13.71,3600.0
2024-11-25 03:00:00,2.95,242.6,13.91,5.94,14.21,14.48,0.26,182.9,152.9,14.58,16.57,-3.79,844.48,0.0,6.72,0.01,0.0,13.71,3600.0
2024-11-25 04:00:00,1.11,254.0,39.51,4.71,12.8,13.84,1.04,182.8,154.1,13.25,18.47,-2.95,844.77,0.0,6.71,0.01,0.0,13.71,3600.0
2024-11-25 05:00:00,1.22,190.6,40.86,3.28,10.86,13.07,2.21,183.2,154.1,11.34,23.72,-1.73,845.01,0.0,6.7,0.0,0.0,13.75,3600.0
2024-11-25 06:00:00,2.82,182.7,5.57,3.89,9.81,12.47,2.66,183.7,153.5,10.26,25.54,-1.86,845.32,0.0,6.69,0.01,0.0,13.79,3600.0
2024-11-25 07:00:00,2.89,192.9,5.55,3.89,9.65,12.0,2.35,183.9,153.5,10.0,28.48,-0.76,845.71,0.0,6.68,0.01,0.0,13.81,3600.0
2024-11-25 08:00:00,2.39,196.6,7.46,3.69,9.86,12.53,2.67,183.8,153.4,10.21,29.79,44.53,846.13,0.0,6.68,0.0,0.0,13.8,3600.0
2024-11-25 09:00:00,1.74,186.2,10.38,2.76,12.37,13.94,1.57,183.3,153.2,12.54,27.34,215.6,846.76,0.0,6.67,0.01,0.0,13.72,3600.0
2024-11-25 10:00:00,1.31,67.52,25.34,2.56,16.48,15.94,-0.54,181.9,153.8,16.5,22.36,363.5,847.31,0.0,6.66,0.01,0.0,13.57,3600.0
2024-11-25 11:00:00,1.32,28.38,24.44,3.79,18.09,17.12,-0.98,180.9,153.1,18.03,21.15,508.5,847.53,0.0,6.65,0.01,0.0,13.46,3600.0
2024-11-25 12:00:00,2.55,12.24,24.38,5.63,19.69,18.22,-1.47,180.0,151.2,19.5,25.35,607.8,847.28,0.0,6.67,-0.02,0.0,13.36,3600.0
2024-11-25 13:00:00,2.51,299.2,32.96,6.45,19.11,18.46,-0.65,179.9,151.0,19.17,24.18,516.0,846.9,0.0,6.67,0.0,0.0,13.35,3600.0
2024-11-25 14:00:00,3.02,268.9,29.54,7.17,18.65,18.25,-0.4,180.1,151.0,18.71,24.91,394.7,846.66,0.0,6.66,0.01,0.0,13.36,3600.0
2024-11-25 15:00:00,3.06,235.3,31.67,6.76,18.81,18.46,-0.35,180.3,151.2,18.93,23.61,250.9,846.63,0.0,6.64,0.01,0.0,13.37,3600.0
2024-11-25 16:00:00,2.35,237.8,31.38,5.32,18.91,18.62,-0.29,180.3,150.8,19.08,22.67,173.9,846.57,0.0,6.64,0.0,0.0,13.4,3600.0
2024-11-25 17:00:00,1.91,231.9,17.88,4.3,18.36,18.25,-0.12,180.5,150.9,18.61,22.92,75.82,846.66,0.0,6.64,0.01,0.0,13.43,3600.0
2024-11-25 18:00:00,2.01,234.9,9.57,3.17,17.12,17.36,0.24,180.9,151.0,17.45,25.3,0.76,846.8,0.0,6.64,-0.0,0.0,13.48,3600.0
2024-11-25 19:00:00,1.93,256.6,15.54,3.89,15.86,16.45,0.6,181.3,151.7,16.25,28.5,-3.23,847.14,0.0,6.62,0.02,0.0,13.54,3600.0
2024-11-25 20:00:00,1.69,253.7,13.44,3.38,15.19,15.88,0.69,181.8,152.3,15.44,31.0,-2.6,847.42,0.0,6.59,0.02,0.0,13.6,3600.0
2024-11-25 21:00:00,2.04,213.9,16.64,3.79,13.5,14.98,1.48,182.2,152.3,13.94,35.0,-3.14,847.5,0.0,6.59,0.0,0.0,13.63,3600.0
2024-11-25 22:00:00,2.3,191.1,11.89,3.38,11.69,13.94,2.24,182.7,152.6,12.08,39.3,-1.78,847.7,0.0,6.59,0.0,0.0,13.68,3600.0
2024-11-25 23:00:00,1.5,222.9,19.87,3.48,11.88,14.45,2.57,182.8,153.1,12.24,39.1,-1.42,847.84,0.0,6.58,0.01,0.0,13.71,3600.0
2024-11-26 00:00:00,1.48,225.7,15.66,2.66,11.79,14.54,2.75,183.0,153.2,12.2,39.08,-1.8,847.68,0.0,6.57,0.01,0.0,13.71,3600.0
2024-11-26 01:00:00,2.14,192.3,8.41,3.38,10.46,13.54,3.08,183.4,153.1,10.87,41.98,-2.37,847.34,0.0,6.56,0.0,0.0,13.74,3600.0
2024-11-26 02:00:00,2.16,189.4,11.71,3.48,10.25,13.03,2.78,183.7,153.3,10.65,42.06,-2.19,846.81,0.0,6.56,0.0,0.0,13.79,3600.0
2024-11-26 03:00:00,2.53,187.4,5.78,3.79,9.84,13.92,4.08,183.9,153.5,10.31,40.96,-2.06,846.5,0.0,6.56,0.01,0.0,13.8,3600.0
2024-11-26 04:00:00,2.08,192.5,7.43,3.17,10.07,14.19,4.11,183.8,153.4,10.62,40.25,-2.05,846.3,0.0,6.55,0.01,0.0,13.81,3600.0
2024-11-26 05:00:00,2.29,189.8,7.28,3.28,9.97,13.83,3.86,183.9,153.4,10.42,44.92,-2.03,846.02,0.0,6.55,0.0,0.0,13.81,3600.0
2024-11-26 06:00:00,2.64,191.4,4.86,3.58,9.56,13.4,3.84,184.1,153.6,9.97,48.06,-1.91,845.91,0.0,6.54,0.0,0.0,13.82,3600.0
2024-11-26 07:00:00,2.76,195.3,6.86,3.79,9.81,12.62,2.81,184.1,153.7,10.2,48.64,-1.4,846.1,0.0,6.54,0.0,0.0,13.82,3600.0
2024-11-26 08:00:00,2.17,187.6,9.75,3.48,10.7,13.77,3.07,183.9,153.5,11.06,47.05,79.82,846.43,0.0,6.54,0.0,0.0,13.78,3600.0
2024-11-26 09:00:00,0.76,148.5,26.95,2.46,14.22,15.46,1.25,182.8,154.1,14.34,39.79,277.6,846.89,0.0,6.53,0.0,0.0,13.65,3600.0
2024-11-26 10:00:00,0.91,17.76,29.93,2.66,18.13,17.63,-0.5,181.3,153.8,18.26,30.47,453.1,847.24,0.0,6.52,0.01,0.0,13.49,3600.0
2024-11-26 11:00:00,1.9,299.6,29.04,5.02,19.25,18.69,-0.56,180.3,151.4,19.28,27.83,585.3,847.07,0.0,6.53,-0.01,0.0,13.37,3600.0
2024-11-26 12:00:00,2.75,261.1,38.11,7.07,19.82,19.24,-0.58,180.0,150.8,19.81,27.2,669.3,846.76,0.0,6.53,0.0,0.0,13.33,3600.0
2024-11-26 13:00:00,3.48,288.9,30.96,9.73,20.08,19.5,-0.58,180.2,151.5,20.02,27.02,644.3,845.99,0.0,6.53,-0.01,0.0,13.31,3600.0
2024-11-26 14:00:00,2.81,287.7,42.06,7.78,20.56,20.0,-0.56,179.8,150.9,20.61,26.37,475.8,845.34,0.0,6.54,-0.01,0.0,13.3,3600.0
2024-11-26 15:00:00,3.0,327.6,38.1,8.6,20.61,20.22,-0.4,179.8,151.2,20.78,25.89,402.1,844.95,0.0,6.63,-0.09,0.0,13.3,3600.0
2024-11-26 16:00:00,3.0,337.0,22.88,8.4,20.0,19.82,-0.18,179.9,151.3,20.2,26.58,161.6,844.82,0.0,6.54,0.09,0.0,13.3,3600.0
2024-11-26 17:00:00,1.38,298.0,32.56,5.53,19.49,19.43,-0.06,180.1,151.9,19.74,27.01,56.88,844.55,0.0,6.57,-0.03,0.0,13.36,3600.0
2024-11-26 18:00:00,2.17,253.9,14.67,4.71,18.56,18.62,0.06,180.8,151.1,18.81,28.66,-0.15,844.42,0.0,6.56,0.02,0.0,13.43,3600.0
2024-11-26 19:00:00,2.17,257.1,23.7,5.84,17.66,17.77,0.11,181.1,151.5,17.98,31.22,-2.5,844.8,0.0,6.51,0.05,0.0,13.46,3600.0
2024-11-26 20:00:00,2.98,255.8,13.41,5.63,17.01,17.19,0.18,181.6,151.7,17.31,33.65,-3.03,845.09,0.0,6.48,0.03,0.0,13.51,3600.0
2024-11-26 21:00:00,2.68,263.2,16.24,5.02,16.64,16.73,0.09,181.8,151.9,16.94,34.64,-2.83,845.15,0.0,6.48,0.0,0.0,13.54,3600.0
2024-11-26 22:00:00,2.08,260.6,18.87,4.3,16.26,16.48,0.22,181.9,152.2,16.58,35.48,-2.99,845.07,0.0,6.46,0.02,0.0,13.57,3600.0
2024-11-26 23:00:00,2.0,247.9,14.54,4.61,15.9,16.55,0.64,182.1,152.4,16.24,36.21,-2.48,844.94,0.0,6.43,0.02,0.0,13.6,3600.0
2024-11-27 00:00:00,1.87,230.3,24.97,4.92,15.42,16.31,0.89,182.4,152.8,15.76,37.14,-2.11,844.72,0.0,6.43,0.01,0.0,13.63,3600.0
2024-11-27 01:00:00,2.48,230.2,11.71,4.92,15.83,16.2,0.37,182.4,152.3,16.13,36.49,-2.39,844.22,0.0,6.42,0.0,0.0,13.63,3600.0
2024-11-27 02:00:00,3.19,240.8,11.87,5.94,16.14,16.42,0.28,182.6,152.5,16.47,35.64,-3.02,843.68,0.0,6.42,0.0,0.0,13.63,3600.0
2024-11-27 03:00:00,2.63,241.5,11.07,4.61,15.91,16.37,0.46,182.5,152.2,16.28,35.96,-3.1,843.52,0.0,6.4,0.01,0.0,13.63,3600.0
2024-11-27 04:00:00,3.0,237.3,7.74,5.02,15.96,16.33,0.37,182.7,152.3,16.28,35.44,-2.55,843.05,0.0,6.4,0.01,0.0,13.63,3600.0
2024-11-27 05:00:00,3.27,243.8,9.38,5.73,16.01,16.32,0.31,182.6,152.4,16.36,34.83,-2.83,842.72,0.0,6.4,0.0,0.0,13.62,3600.0
2024-11-27 06:00:00,3.64,241.9,12.36,6.55,15.91,16.08,0.18,182.6,152.9,16.23,35.75,-2.35,842.74,0.0,6.39,0.0,0.0,13.62,3600.0
2024-11-27 07:00:00,3.17,230.2,12.89,5.53,15.81,15.97,0.16,182.5,152.5,16.11,36.17,-1.56,842.94,0.0,6.39,0.0,0.0,13.62,3600.0
2024-11-27 08:00:00,2.9,239.1,17.65,6.35,15.85,15.98,0.13,182.3,152.3,16.11,35.9,24.14,843.19,0.0,6.39,0.0,0.0,13.6,3600.0
2024-11-27 09:00:00,2.35,255.5,18.03,4.51,16.49,16.44,-0.05,182.0,152.0,16.68,34.19,130.2,843.68,0.0,6.39,-0.01,0.0,13.56,3600.0
2024-11-27 10:00:00,2.59,216.4,20.48,7.78,17.43,17.27,-0.16,181.8,152.2,17.59,31.33,198.1,843.41,0.0,6.39,0.01,0.0,13.52,3600.0
2024-11-27 11:00:00,2.98,232.5,26.92,7.27,18.31,18.02,-0.28,181.5,151.9,18.42,29.96,284.8,843.23,0.0,6.38,0.01,0.0,13.46,3600.0
2024-11-27 12:00:00,2.73,235.2,30.96,7.68,18.7,18.35,-0.35,181.2,151.9,18.81,28.71,296.2,842.73,0.0,6.4,-0.02,0.0,13.43,3600.0
2024-11-27 13:00:00,3.1,262.4,35.65,8.29,18.68,18.32,-0.35,181.0,152.0,18.78,28.77,329.4,842.14,0.0,6.4,0.0,0.0,13.43,3600.0
2024-11-27 14:00:00,4.65,240.6,22.3,12.6,18.44,18.12,-0.32,181.5,153.7,18.53,28.91,331.7,841.53,0.0,6.37,0.02,0.0,13.4,3600.0
2024-11-27 15:00:00,3.73,243.7,25.63,8.6,18.12,17.9,-0.22,181.3,152.3,18.28,27.2,149.0,841.11,0.0,6.37,0.0,0.0,13.43,3600.0
2024-11-27 16:00:00,3.1,249.8,24.95,9.63,17.62,17.48,-0.14,181.3,151.9,17.85,29.01,73.79,841.02,0.0,6.36,0.02,0.0,13.46,3600.0
2024-11-27 17:00:00,4.61,243.9,19.1,10.65,16.91,16.83,-0.08,182.0,153.8,17.16,30.77,32.63,841.03,0.0,6.34,0.02,0.0,13.48,3600.0
2024-11-27 18:00:00,4.16,252.4,17.07,8.81,16.31,16.28,-0.03,182.1,153.3,16.58,32.33,-0.09,841.42,0.0,6.31,0.02,0.0,13.51,3600.0
2024-11-27 19:00:00,3.19,241.2,13.7,6.04,15.66,15.69,0.03,182.0,152.1,15.96,34.02,-1.97,841.63,0.0,6.32,-0.0,0.0,13.54,3600.0
2024-11-27 20:00:00,3.03,230.3,14.45,5.53,15.22,15.29,0.07,182.2,152.3,15.5,36.24,-1.94,841.71,0.0,6.31,0.01,0.0,13.57,3600.0
2024-11-27 21:00:00,3.26,252.6,16.4,6.14,14.85,14.88,0.03,182.5,152.8,15.16,37.52,-2.2,842.01,0.0,6.31,-0.0,0.0,13.6,3600.0
2024-11-27 22:00:00,2.32,241.6,13.86,4.92,14.17,14.37,0.2,182.5,152.4,14.46,39.94,-2.2,842.16,0.0,6.3,0.01,0.0,13.62,3600.0
2024-11-27 23:00:00,3.0,238.6,9.91,5.12,14.08,14.22,0.14,182.7,152.5,14.38,39.96,-2.1,842.17,0.0,6.29,0.01,0.0,13.65,3600.0
2024-11-28 00:00:00,3.0,244.9,13.51,5.53,13.96,14.04,0.08,182.8,152.7,14.25,40.43,-2.03,842.2,0.0,6.29,0.01,0.0,13.65,3600.0
2024-11-28 01:00:00,2.78,248.7,14.28,6.14,13.69,13.78,0.1,182.9,152.9,13.99,39.59,-2.21,842.21,0.0,6.28,0.01,0.0,13.65,3600.0
2024-11-28 02:00:00,2.76,242.1,12.78,5.84,13.38,13.57,0.19,182.9,152.6,13.69,33.37,-2.32,842.1,0.0,6.27,0.01,0.0,13.68,3600.0
2024-11-28 03:00:00,2.66,241.7,13.77,5.32,13.54,13.72,0.18,183.0,152.8,13.83,30.27,-2.09,842.05,0.0,6.27,0.01,0.0,13.68,3600.0
2024-11-28 04:00:00,2.76,238.6,11.44,4.4,13.16,13.34,0.18,183.1,152.8,13.49,32.18,-2.18,841.74,0.0,6.26,0.0,0.0,13.7,3600.0
2024-11-28 05:00:00,2.55,245.2,14.7,5.84,13.0,13.12,0.13,183.1,153.0,13.3,32.96,-2.41,841.69,0.0,6.26,0.0,0.0,13.71,3600.0
2024-11-28 06:00:00,1.25,241.7,19.26,3.07,11.06,12.38,1.32,183.2,153.9,11.51,38.68,-2.43,842.07,0.0,6.28,-0.01,0.0,13.72,3600.0
2024-11-28 07:00:00,1.54,247.1,19.15,3.07,11.37,12.54,1.17,183.5,153.9,11.56,43.91,-0.74,842.31,0.0,6.26,0.01,0.0,13.77,3600.0
2024-11-28 08:00:00,1.08,219.6,19.93,2.15,10.57,12.33,1.76,183.5,154.3,11.01,48.6,29.24,842.65,0.0,6.26,0.01,0.0,13.77,3600.0
2024-11-28 09:00:00,1.89,193.0,11.87,3.17,12.13,12.93,0.79,183.5,153.4,12.33,47.73,119.7,843.03,0.0,6.25,0.01,0.0,13.74,3599.0
2024-11-28 10:00:00,1.02,237.6,62.25,5.84,14.5,14.29,-0.2,182.8,154.2,14.58,44.94,315.5,843.26,0.0,6.25,0.0,0.0,13.63,3600.0
2024-11-28 11:00:00,2.39,247.1,33.28,6.14,15.88,15.43,-0.45,181.9,152.4,15.96,41.0,443.9,843.14,0.0,6.25,-0.0,0.0,13.54,3600.0
2024-11-28 12:00:00,2.82,242.7,41.25,6.96,16.24,15.68,-0.56,181.6,152.3,16.28,40.39,501.6,842.84,0.0,6.28,-0.03,0.0,13.48,3600.0
2024-11-28 13:00:00,3.22,267.5,37.04,8.6,16.12,15.56,-0.56,181.5,152.8,16.13,41.77,547.4,842.33,0.0,6.28,0.01,0.0,13.46,3600.0
2024-11-28 14:00:00,2.6,273.3,39.13,7.88,16.72,16.18,-0.54,181.1,152.0,16.74,39.19,591.6,841.69,0.0,6.41,-0.13,0.0,13.43,3600.0
2024-11-28 15:00:00,2.44,281.7,44.54,7.78,16.63,16.21,-0.42,180.9,152.0,16.77,38.35,405.0,841.38,0.0,6.41,-0.01,0.0,13.43,3600.0
2024-11-28 16:00:00,2.65,277.0,28.56,6.25,16.53,16.2,-0.33,181.1,151.9,16.69,37.15,270.9,841.37,0.0,6.42,-0.0,0.0,13.43,3600.0
2024-11-28 17:00:00,2.79,269.1,19.39,5.94,15.48,15.35,-0.13,181.6,152.0,15.73,39.3,76.55,841.55,0.0,6.29,0.13,0.0,13.46,3600.0
2024-11-28 18:00:00,1.97,263.9,27.69,5.63,14.34,14.34,-0.0,182.1,152.8,14.63,41.32,0.28,841.76,0.0,6.29,-0.0,0.0,13.54,3600.0
2024-11-28 19:00:00,0.76,207.3,41.56,1.74,12.55,13.28,0.73,182.5,153.9,12.92,45.97,-2.51,842.24,0.0,6.34,-0.04,0.0,13.63,3600.0
2024-11-28 20:00:00,1.13,200.5,27.9,2.76,10.15,11.86,1.71,183.3,153.9,10.52,52.43,-2.17,842.84,0.0,6.19,0.15,0.0,13.69,3600.0
2024-11-28 21:00:00,1.38,181.8,11.29,2.56,9.04,10.93,1.9,183.7,154.1,9.35,57.4,-1.87,843.23,0.0,6.19,-0.0,0.0,13.77,3600.0
2024-11-28 22:00:00,2.37,188.3,6.51,3.58,8.38,9.96,1.58,184.2,153.8,8.72,61.6,-1.94,843.51,0.0,6.17,0.02,0.0,13.82,3600.0
2024-11-28 23:00:00,2.77,184.3,4.6,3.58,7.43,9.21,1.78,184.5,154.0,7.71,66.08,-1.88,843.71,0.0,6.17,0.0,0.0,13.84,3600.0
2024-11-29 00:00:00,2.81,189.1,6.18,4.4,7.52,9.58,2.06,184.7,154.4,7.85,67.23,-1.95,843.53,0.0,6.16,0.0,0.0,13.87,3600.0
2024-11-29 01:00:00,2.85,187.0,3.7,4.1,6.98,9.34,2.37,184.9,154.4,7.3,69.88,-1.78,843.36,0.0,6.16,0.01,0.0,13.9,3600.0
2024-11-29 02:00:00,2.86,185.6,4.58,3.69,6.82,9.25,2.43,185.1,154.5,7.18,70.52,-1.84,843.05,0.0,6.14,0.01,0.0,13.91,3600.0
2024-11-29 03:00:00,1.81,170.8,16.83,3.38,6.92,9.0,2.07,184.9,155.0,7.25,70.56,-1.48,842.96,0.0,6.15,-0.01,0.0,13.94,3600.0
2024-11-29 04:00:00,3.0,187.9,8.52,4.81,6.76,8.57,1.82,185.2,155.1,7.09,70.73,-1.82,842.72,0.0,6.15,0.0,0.0,13.93,3600.0
2024-11-29 05:00:00,2.79,185.1,7.51,3.79,6.45,9.35,2.9,185.3,154.7,6.79,70.67,-1.65,842.68,0.0,6.14,0.0,0.0,13.93,3600.0
