"TIMESTAMP","WS_ms_Max","WS_ms_Min","DeltaT_Avg","RTD_2m_Avg","RTD_10m_Avg","BP_mmHg_Avg","BP_TempC_Avg","BP_Qual_Avg","Precip_Tot","AirTC_Avg","RH_Avg","SolarRad_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT"
"TIMESTAMP","m/s","m/s","C","C","C","mmHg","C","","Total","C","%","w/m2","m/s","Deg",""
"2025-04-01 00:00:00",2.15,0.0,-0.31,5.921,6.231,754.2,8.02,6.887,0.0,6.19,92.1,0.015,0.588,186.2,36.18
"2025-04-01 01:00:00",1.434,0.0,-0.34,5.323,5.663,754.3,7.971,6.884,0.0,5.618,93.8,0.024,0.562,221.8,24.8
"2025-04-01 02:00:00",2.765,0.0,-0.227,5.635,5.862,754.6,8.06,6.886,0.0,5.871,91.8,0.018,0.63,169.5,32.58
"2025-04-01 03:00:00",0.717,0.0,-0.242,5.634,5.875,754.8,8.47,6.888,0.0,5.88,91.9,0.021,0.2,198.4,13.14
"2025-04-01 04:00:00",1.638,0.0,-0.403,5.089,5.492,754.8,8.14,6.893,0.0,5.413,92.0,0.03,0.417,225.6,22.95
"2025-04-01 05:00:00",0.819,0.0,-0.318,3.638,3.957,754.9,5.867,6.889,0.0,3.943,94.9,0.041,0.401,228.6,11.01
"2025-04-01 06:00:00",0.973,0.307,-0.334,2.768,3.102,755.2,3.966,6.891,0.0,2.998,96.5,1.222,0.629,232.8,10.9
"2025-04-01 07:00:00",1.331,0.0,-0.485,3.282,3.767,755.6,4.811,6.898,0.0,3.385,96.9,94.7,0.468,262.1,28.16
"2025-04-01 08:00:00",1.997,0.0,-0.152,5.216,5.368,755.9,12.78,6.91,0.0,5.502,91.2,235.0,0.642,340.3,59.42
"2025-04-01 09:00:00",2.765,0.0,0.022,6.19,6.168,756.1,18.29,6.907,0.0,6.423,87.3,351.0,0.848,4.281,64.91
"2025-04-01 10:00:00",2.406,0.0,0.001,7.882,7.882,756.5,19.97,6.895,0.0,8.12,83.1,395.7,0.699,353.8,43.29
"2025-04-01 11:00:00",5.786,0.0,-0.021,9.46,9.48,756.7,19.2,6.887,0.0,9.74,72.9,326.2,1.485,287.3,43.33
"2025-04-01 12:00:00",6.758,0.0,-0.008,10.45,10.46,756.7,18.5,6.883,0.0,10.73,67.08,449.9,1.785,297.7,48.11
"2025-04-01 13:00:00",8.29,0.0,-0.073,10.1,10.17,757.0,18.43,6.884,0.0,10.42,70.3,272.2,2.051,279.1,38.92
