"2025-04-01 00:00:00",0.40,265.00,9.00,0.01,9,274.00,0.21,2162,329.00,16.20,274.00,0.20,9,274.00,0.80,1893,253.00,17.10,273.00,0.30,9,274.00,0.50,2968,299.00,19.90,273.00
"2025-04-01 00:15:00",0.30,251.00,9.00,0.02,9,277.00,0.14,2490,302.00,17.40,252.00,0.30,9,277.00,0.60,2098,253.00,17.30,254.00,0.20,9,277.00,0.60,2401,298.00,17.10,253.00
"2025-04-01 00:30:00",0.60,268.00,9.00,-0.04,9,274.00,0.15,2457,286.00,18.60,273.00,0.40,9,274.00,0.40,2145,231.00,19.20,274.00,0.50,9,274.00,0.50,2788,303.00,19.20,273.00
"2025-04-01 00:45:00",0.80,268.00,9.00,-0.04,9,274.00,0.13,2779,287.00,19.50,274.00,0.50,9,274.00,0.30,2470,230.00,20.40,269.00,0.60,9,274.00,0.60,2594,311.00,18.30,270.00
"2025-04-01 01:00:00",0.60,270.00,9.00,-0.02,9,275.00,0.11,2671,272.00,19.50,272.00,0.40,9,275.00,0.30,2764,219.00,21.80,273.00,0.50,9,275.00,0.60,2233,288.00,17.60,271.00
"2025-04-01 01:15:00",0.20,1.00,9.00,0.06,9,276.00,0.14,2253,282.00,17.00,257.00,-0.20,9,276.00,0.40,2199,231.00,18.40,255.00,0.10,9,276.00,0.60,2066,237.00,17.60,256.00
"2025-04-01 01:30:00",0.70,43.00,9.00,0.10,9,274.00,0.16,2267,284.00,17.80,273.00,-0.70,9,274.00,0.60,1602,255.00,15.70,272.00,-0.10,9,274.00,0.60,2271,243.00,19.20,271.00
"2025-04-01 01:45:00",0.60,42.00,9.00,0.09,9,275.00,0.17,2282,274.00,18.20,275.00,-0.60,9,275.00,0.70,1537,244.00,15.70,274.00,0.00,9,275.00,0.50,2459,232.00,20.20,275.00
"2025-04-01 02:00:00",0.50,51.00,9.00,0.10,9,274.00,0.17,1912,272.00,16.60,273.00,-0.50,9,274.00,0.40,1671,232.00,16.90,271.00,-0.10,9,274.00,0.40,2798,234.00,21.40,274.00
"2025-04-01 02:15:00",0.60,44.00,9.00,0.11,9,277.00,0.16,1670,259.00,15.30,257.00,-0.60,9,277.00,0.50,1443,223.00,15.40,257.00,-0.10,9,277.00,0.30,2802,220.00,20.90,257.00
"2025-04-01 02:30:00",0.90,49.00,9.00,0.14,9,274.00,0.15,1968,289.00,16.50,274.00,-0.90,9,274.00,0.40,1788,244.00,17.20,270.00,-0.20,9,274.00,0.30,2838,249.00,21.00,274.00
"2025-04-01 02:45:00",0.90,52.00,9.00,0.19,9,274.00,0.14,2307,290.00,17.80,273.00,-0.90,9,274.00,0.50,1853,270.00,16.60,272.00,-0.20,9,274.00,0.30,2723,275.00,19.80,273.00
"2025-04-01 03:00:00",0.40,34.00,9.00,0.10,9,275.00,0.18,2341,293.00,18.00,274.00,-0.40,9,275.00,0.40,2338,234.00,19.80,273.00,0.00,9,275.00,0.30,2827,243.00,21.20,275.00
"2025-04-01 03:15:00",0.40,273.00,9.00,0.02,9,276.00,0.13,2454,266.00,18.20,257.00,0.20,9,276.00,0.30,2560,205.00,20.60,257.00,0.30,9,276.00,0.40,2157,240.00,18.00,256.00
"2025-04-01 03:30:00",0.90,246.00,9.00,-0.04,9,274.00,0.13,2703,283.00,19.20,273.00,0.80,9,274.00,0.40,2259,213.00,20.30,269.00,0.40,9,274.00,0.70,2043,271.00,17.40,274.00
"2025-04-01 03:45:00",0.70,275.00,9.00,-0.06,9,275.00,0.11,3201,303.00,20.20,274.00,0.40,9,275.00,0.70,1936,206.00,19.10,274.00,0.60,9,275.00,0.60,2126,250.00,18.40,274.00
"2025-04-01 04:00:00",0.40,261.00,9.00,-0.08,9,274.00,0.13,3346,275.00,21.30,274.00,0.30,9,274.00,0.60,1588,213.00,17.30,274.00,0.30,9,274.00,0.50,2172,215.00,19.90,274.00
"2025-04-01 04:15:00",0.00,39.00,9.00,-0.04,9,277.00,0.13,2698,274.00,18.60,256.00,0.00,9,277.00,0.80,1331,224.00,14.50,255.00,0.00,9,277.00,0.40,2692,244.00,19.70,257.00
"2025-04-01 04:30:00",0.30,172.00,9.00,-0.05,9,273.00,0.12,3131,290.00,20.50,272.00,0.20,9,273.00,0.90,1781,262.00,16.00,272.00,-0.20,9,273.00,0.30,3002,251.00,21.50,272.00
